
Píxel (0, 0): R=000, G=000, B=000
Píxel (46, 53): R=000, G=000, B=000
Píxel (47, 53): R=000, G=000, B=000
Píxel (48, 53): R=000, G=000, B=000
Píxel (49, 53): R=000, G=000, B=000
Píxel (50, 53): R=000, G=000, B=000
Píxel (51, 53): R=000, G=000, B=000
Píxel (52, 53): R=000, G=000, B=000
Píxel (53, 53): R=000, G=000, B=000
Píxel (54, 53): R=000, G=000, B=000
Píxel (55, 53): R=000, G=000, B=000
Píxel (56, 53): R=000, G=000, B=000
Píxel (57, 53): R=000, G=000, B=000
Píxel (58, 53): R=000, G=000, B=000
Píxel (59, 53): R=000, G=000, B=000
Píxel (60, 53): R=000, G=000, B=000
Píxel (61, 53): R=000, G=000, B=000
Píxel (62, 53): R=000, G=000, B=000
Píxel (63, 53): R=000, G=000, B=000
Píxel (64, 53): R=000, G=000, B=000
Píxel (65, 53): R=000, G=000, B=000
Píxel (66, 53): R=000, G=000, B=000
Píxel (67, 53): R=000, G=000, B=000
Píxel (68, 53): R=000, G=000, B=000
Píxel (69, 53): R=000, G=000, B=000
Píxel (70, 53): R=000, G=000, B=000
Píxel (71, 53): R=000, G=000, B=000
Píxel (72, 53): R=253, G=253, B=253
Píxel (73, 53): R=254, G=254, B=254
Píxel (74, 53): R=000, G=000, B=000
Píxel (75, 53): R=254, G=254, B=254
Píxel (76, 53): R=253, G=253, B=253
Píxel (77, 53): R=000, G=000, B=000
Píxel (78, 53): R=000, G=000, B=000
Píxel (79, 53): R=254, G=254, B=254
Píxel (80, 53): R=000, G=000, B=000
Píxel (81, 53): R=251, G=251, B=251
Píxel (82, 53): R=000, G=000, B=000
Píxel (0, 54): R=254, G=254, B=254
Píxel (1, 54): R=000, G=000, B=000
Píxel (2, 54): R=000, G=000, B=000
Píxel (3, 54): R=000, G=000, B=000
Píxel (4, 54): R=000, G=000, B=000
Píxel (5, 54): R=000, G=000, B=000
Píxel (6, 54): R=000, G=000, B=000
Píxel (7, 54): R=253, G=253, B=253
Píxel (8, 54): R=000, G=000, B=000
Píxel (9, 54): R=000, G=000, B=000
Píxel (10, 54): R=000, G=000, B=000
Píxel (11, 54): R=000, G=000, B=000
Píxel (12, 54): R=000, G=000, B=000
Píxel (13, 54): R=000, G=000, B=000
Píxel (14, 54): R=000, G=000, B=000
Píxel (15, 54): R=000, G=000, B=000
Píxel (16, 54): R=000, G=000, B=000
Píxel (17, 54): R=000, G=000, B=000
Píxel (18, 54): R=000, G=000, B=000
Píxel (19, 54): R=000, G=000, B=000
Píxel (20, 54): R=000, G=000, B=000
Píxel (21, 54): R=000, G=000, B=000
Píxel (22, 54): R=000, G=000, B=000
Píxel (23, 54): R=000, G=000, B=000
Píxel (24, 54): R=000, G=000, B=000
Píxel (25, 54): R=000, G=000, B=000
Píxel (26, 54): R=000, G=000, B=000
Píxel (27, 54): R=000, G=000, B=000
Píxel (28, 54): R=000, G=000, B=000
Píxel (29, 54): R=000, G=000, B=000
Píxel (30, 54): R=000, G=000, B=000
Píxel (31, 54): R=000, G=000, B=000
Píxel (32, 54): R=000, G=000, B=000
Píxel (33, 54): R=000, G=000, B=000
Píxel (34, 54): R=000, G=000, B=000
Píxel (35, 54): R=000, G=000, B=000
Píxel (36, 54): R=000, G=000, B=000
Píxel (37, 54): R=000, G=000, B=000
Píxel (38, 54): R=000, G=000, B=000
Píxel (39, 54): R=000, G=000, B=000
Píxel (40, 54): R=000, G=000, B=000
Píxel (41, 54): R=000, G=000, B=000
Píxel (42, 54): R=000, G=000, B=000
Píxel (43, 54): R=000, G=000, B=000
Píxel (44, 54): R=000, G=000, B=000
Píxel (45, 54): R=000, G=000, B=000
Píxel (46, 54): R=000, G=000, B=000
Píxel (47, 54): R=000, G=000, B=000
Píxel (48, 54): R=000, G=000, B=000
Píxel (49, 54): R=000, G=000, B=000
Píxel (50, 54): R=000, G=000, B=000
Píxel (51, 54): R=000, G=000, B=000
Píxel (52, 54): R=000, G=000, B=000
Píxel (53, 54): R=000, G=000, B=000
Píxel (54, 54): R=000, G=000, B=000
Píxel (55, 54): R=000, G=000, B=000
Píxel (56, 54): R=000, G=000, B=000
Píxel (57, 54): R=000, G=000, B=000
Píxel (58, 54): R=000, G=000, B=000
Píxel (59, 54): R=000, G=000, B=000
Píxel (60, 54): R=000, G=000, B=000
Píxel (61, 54): R=000, G=000, B=000
Píxel (62, 54): R=000, G=000, B=000
Píxel (63, 54): R=000, G=000, B=000
Píxel (64, 54): R=000, G=000, B=000
Píxel (65, 54): R=000, G=000, B=000
Píxel (66, 54): R=000, G=000, B=000
Píxel (67, 54): R=000, G=000, B=000
Píxel (68, 54): R=000, G=000, B=000
Píxel (69, 54): R=000, G=000, B=000
Píxel (70, 54): R=000, G=000, B=000
Píxel (71, 54): R=000, G=000, B=000
Píxel (72, 54): R=000, G=000, B=000
Píxel (73, 54): R=000, G=000, B=000
Píxel (74, 54): R=000, G=000, B=000
Píxel (75, 54): R=000, G=000, B=000
Píxel (76, 54): R=254, G=254, B=254
Píxel (77, 54): R=000, G=000, B=000
Píxel (78, 54): R=000, G=000, B=000
Píxel (79, 54): R=000, G=000, B=000
Píxel (80, 54): R=000, G=000, B=000
Píxel (81, 54): R=000, G=000, B=000
Píxel (82, 54): R=000, G=000, B=000
